brand_name,corp_name,year,startup_cost_만원,avg_sales_만원,store_count,closure_rate_percent,new_store_count,contract_end_count,contract_cancel_count,business_years,page_url
파닭참잘하는집,제이엠씨에프앤비,2025,,0,4,0,4,0,0,,https://jshj.net/brands/%ED%8C%8C%EB%8B%AD%EC%B0%B8%EC%9E%98%ED%95%98%EB%8A%94%EC%A7%91-BRD_20240965
순살만 1등치킨,(주)콕에프씨,2023,35150,105323,4,0,4,0,0,1년 10개월,https://jshj.net/brands/%EC%88%9C%EC%82%B4%EB%A7%8C%201%EB%93%B1%EC%B9%98%ED%82%A8-BRD_20213775
땡큐맘치킨,(주)이루에프씨,2023,49400,137130,9,33.33,1,0,3,14년 6개월,https://jshj.net/brands/%EB%95%A1%ED%81%90%EB%A7%98%EC%B9%98%ED%82%A8-BRD_20190774
가마솥옛날시골통닭,옛날시골통닭,2023,51600,0,4,0,0,0,0,6년 4개월,https://jshj.net/brands/%EA%B0%80%EB%A7%88%EC%86%A5%EC%98%9B%EB%82%A0%EC%8B%9C%EA%B3%A8%ED%86%B5%EB%8B%AD-BRD_20180898
먼치킨,㈜미트코리아,2025,,0,1,400,1,0,4,,https://jshj.net/brands/%EB%A8%BC%EC%B9%98%ED%82%A8-BRD_20215514
삼억닭강정,도움,2024,30800,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%EC%82%BC%EC%96%B5%EB%8B%AD%EA%B0%95%EC%A0%95-BRD_20215672
아맛나&연차돈,아맛나앤연차돈본점,2023,15970,145454,5,0,0,0,0,6년 3개월,https://jshj.net/brands/%EC%95%84%EB%A7%9B%EB%82%98%EC%97%B0%EC%B0%A8%EB%8F%88-BRD_20180173
그시절옛날통닭,제이에프앤씨,2024,44570,85341,5,0,0,0,0,8년 0개월,https://jshj.net/brands/%EA%B7%B8%EC%8B%9C%EC%A0%88%EC%98%9B%EB%82%A0%ED%86%B5%EB%8B%AD-BRD_20170550
팔호통닭,팔호통닭,2023,73600,0,2,0,2,0,0,0년 0개월,https://jshj.net/brands/%ED%8C%94%ED%98%B8%ED%86%B5%EB%8B%AD-BRD_20220881
만계치킨,만계치킨조대점(본점),2024,83400,0,3,0,0,0,0,11년 4개월,https://jshj.net/brands/%EB%A7%8C%EA%B3%84%EC%B9%98%ED%82%A8-BRD_20241138
836숯불바베큐치킨,팔삼육산업(주),2023,35660,135642,8,12.5,0,0,1,8년 0개월,https://jshj.net/brands/836%EC%88%AF%EB%B6%88%EB%B0%94%EB%B2%A0%ED%81%90%EC%B9%98%ED%82%A8-BRD_20161154
울통치킨,더블유(W)-푸드,2023,74600,184349,6,0,1,0,0,7년 1개월,https://jshj.net/brands/%EC%9A%B8%ED%86%B5%EC%B9%98%ED%82%A8-BRD_20161048
밤새우는 닭,(주)맛잇는회사,2023,168000,0,2,150,0,0,3,7년 7개월,https://jshj.net/brands/%EB%B0%A4%EC%83%88%EC%9A%B0%EB%8A%94%20%EB%8B%AD-BRD_20160062
대천한방통닭,대천한방통닭,2023,119700,0,0,,0,0,0,1년 3개월,https://jshj.net/brands/%EB%8C%80%EC%B2%9C%ED%95%9C%EB%B0%A9%ED%86%B5%EB%8B%AD-BRD_20230531
가마솥골목통닭,골목통닭,2023,41800,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%EA%B0%80%EB%A7%88%EC%86%A5%EA%B3%A8%EB%AA%A9%ED%86%B5%EB%8B%AD-BRD_20230765
꼬꼬무 숯불치킨,(주)정성컴퍼니,2025,,236564,6,66.67,6,0,4,,https://jshj.net/brands/%EA%BC%AC%EA%BC%AC%EB%AC%B4%20%EC%88%AF%EB%B6%88%EC%B9%98%ED%82%A8-BRD_20231095
해뜰닭,푸드삼성,2023,32305,0,4,75,0,0,3,13년 8개월,https://jshj.net/brands/%ED%95%B4%EB%9C%B0%EB%8B%AD-BRD_20140032
맥쓰(MEXX)세계치킨,(주)더블류스텔라,2023,92000,232621,5,60,0,3,0,11년 9개월,https://jshj.net/brands/%EB%A7%A5%EC%93%B0(MEXX)%EC%84%B8%EA%B3%84%EC%B9%98%ED%82%A8-BRD_20130144
또이스치킨찜닭,DH유통,2024,95800,0,4,0,0,0,0,6년 2개월,https://jshj.net/brands/%EB%98%90%EC%9D%B4%EC%8A%A4%EC%B9%98%ED%82%A8%EC%B0%9C%EB%8B%AD-BRD_20241287
의춘숯불닭갈비,의춘숯불닭갈비,2023,71730,0,4,25,0,0,1,4년 1개월,https://jshj.net/brands/%EC%9D%98%EC%B6%98%EC%88%AF%EB%B6%88%EB%8B%AD%EA%B0%88%EB%B9%84-BRD_20201614
꾼닭&꾼덕(Koondak&Koonduck),(주)일영이푸드(102FOOD),2023,112550,0,4,25,0,1,0,13년 0개월,https://jshj.net/brands/%EA%BE%BC%EB%8B%AD%EA%BE%BC%EB%8D%95(KoondakKoonduck)-BRD_20110300048
히동이치킨,히동이치킨,2024,34705,34000,4,0,3,0,0,2년 4개월,https://jshj.net/brands/%ED%9E%88%EB%8F%99%EC%9D%B4%EC%B9%98%ED%82%A8-BRD_20211097
금동이두마리치킨,금동이푸드,2023,37100,296324,3,0,0,0,0,4년 8개월,https://jshj.net/brands/%EA%B8%88%EB%8F%99%EC%9D%B4%EB%91%90%EB%A7%88%EB%A6%AC%EC%B9%98%ED%82%A8-BRD_20190243
뭐꼬뭐꼬,뭐꼬뭐꼬플러스,2023,99350,195228,3,0,0,0,0,8년 10개월,https://jshj.net/brands/%EB%AD%90%EA%BC%AC%EB%AD%90%EA%BC%AC-BRD_20190062
전기구이7호,전기구이7호,2023,38090,0,3,0,0,0,0,2년 11개월,https://jshj.net/brands/%EC%A0%84%EA%B8%B0%EA%B5%AC%EC%9D%B47%ED%98%B8-BRD_20212018
속초할매 닭강정,(주)정다함,2023,30700,0,3,0,2,0,0,0년 0개월,https://jshj.net/brands/%EC%86%8D%EC%B4%88%ED%95%A0%EB%A7%A4%20%EB%8B%AD%EA%B0%95%EC%A0%95-BRD_20215453
락스타치킨 (ROKSTAR CHICKEN),락스타치킨코리아㈜,2025,,0,1,0,1,0,0,,https://jshj.net/brands/%EB%9D%BD%EC%8A%A4%ED%83%80%EC%B9%98%ED%82%A8%20(ROKSTAR%20CHICKEN)-BRD_20201530
닭깡,네비스푸드,2025,,40782,3,100,0,3,0,,https://jshj.net/brands/%EB%8B%AD%EA%B9%A1-BRD_20180678
엠에프씨 멕시칸치킨(MFC 멕시칸치킨),나루에프엔비,2023,42100,113883,5,40,0,2,0,6년 3개월,https://jshj.net/brands/%EC%97%A0%EC%97%90%ED%94%84%EC%94%A8%20%EB%A9%95%EC%8B%9C%EC%B9%B8%EC%B9%98%ED%82%A8(MFC%20%EB%A9%95%EC%8B%9C%EC%B9%B8%EC%B9%98%ED%82%A8)-BRD_20180614
명랑한찜닭,그레이프컴퍼니(주),2023,54720,85626,29,86.21,19,0,25,7년 1개월,https://jshj.net/brands/%EB%AA%85%EB%9E%91%ED%95%9C%EC%B0%9C%EB%8B%AD-BRD_20171288
꽉찬쌀통닭,(주)채움푸드,2023,7458,0,0,,0,0,0,1년 2개월,https://jshj.net/brands/%EA%BD%89%EC%B0%AC%EC%8C%80%ED%86%B5%EB%8B%AD-BRD_20171221
동수네통닭,평리동칠리동수네통닭,2023,67980,0,1,100,0,0,1,23년 10개월,https://jshj.net/brands/%EB%8F%99%EC%88%98%EB%84%A4%ED%86%B5%EB%8B%AD-BRD_20171213
원흥닭발통닭,원흥닭발통닭,2023,46900,0,2,0,0,0,0,7년 3개월,https://jshj.net/brands/%EC%9B%90%ED%9D%A5%EB%8B%AD%EB%B0%9C%ED%86%B5%EB%8B%AD-BRD_20170364
치킨에꼬치다,치킨에꼬치다,2024,64300,0,2,0,0,0,0,3년 9개월,https://jshj.net/brands/%EC%B9%98%ED%82%A8%EC%97%90%EA%BC%AC%EC%B9%98%EB%8B%A4-BRD_20220883
농부치킨,(주)참이맛,2023,45900,161461,3,66.67,0,0,2,7년 11개월,https://jshj.net/brands/%EB%86%8D%EB%B6%80%EC%B9%98%ED%82%A8-BRD_20160699
달래고통닭 을지로골뱅이,달래고,2023,107050,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%EB%8B%AC%EB%9E%98%EA%B3%A0%ED%86%B5%EB%8B%AD%20%EC%9D%84%EC%A7%80%EB%A1%9C%EA%B3%A8%EB%B1%85%EC%9D%B4-BRD_20230511
맛초화닭,넥스트유(주),2023,43570,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%EB%A7%9B%EC%B4%88%ED%99%94%EB%8B%AD-BRD_20230589
혁계치킨,맛미르에프엔비,2024,91200,0,4,0,1,0,0,3년 7개월,https://jshj.net/brands/%ED%98%81%EA%B3%84%EC%B9%98%ED%82%A8-BRD_20210782
호호닭발,(주)제이앤엠푸드,2023,84600,0,4,0,0,0,0,10년 1개월,https://jshj.net/brands/%ED%98%B8%ED%98%B8%EB%8B%AD%EB%B0%9C-BRD_20140380
당신이선택한인생치킨,(주)케이알지,2025,,265061,3,66.67,1,0,2,,https://jshj.net/brands/%EB%8B%B9%EC%8B%A0%EC%9D%B4%EC%84%A0%ED%83%9D%ED%95%9C%EC%9D%B8%EC%83%9D%EC%B9%98%ED%82%A8-BRD_20231459
더고봉냉면앤만두,(주)올림엔터프라이즈,2024,42800,3228,3,0,3,0,0,0년 0개월,https://jshj.net/brands/%EB%8D%94%EA%B3%A0%EB%B4%89%EB%83%89%EB%A9%B4%EC%95%A4%EB%A7%8C%EB%91%90-BRD_20201080
리굼숯불치킨,어썸푸드,2023,34000,0,3,100,0,0,3,3년 0개월,https://jshj.net/brands/%EB%A6%AC%EA%B5%BC%EC%88%AF%EB%B6%88%EC%B9%98%ED%82%A8-BRD_20211036
인생치킨,미나(MINA),2023,36300,252199,5,20,4,0,1,2년 7개월,https://jshj.net/brands/%EC%9D%B8%EC%83%9D%EC%B9%98%ED%82%A8-BRD_20212288
핫게이트99치킨,(주)영성에프앤비,2023,50950,90967,9,55.56,4,0,5,4년 0개월,https://jshj.net/brands/%ED%95%AB%EA%B2%8C%EC%9D%B4%ED%8A%B899%EC%B9%98%ED%82%A8-BRD_20200916
픽스치킨(PICKS CHICKEN),픽스치킨(주),2024,63800,340826,3,0,2,0,0,2년 7개월,https://jshj.net/brands/%ED%94%BD%EC%8A%A4%EC%B9%98%ED%82%A8(PICKS%20CHICKEN)-BRD_20191310
쌍팔통닭,(주)바이럴,2024,88300,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%EC%8C%8D%ED%8C%94%ED%86%B5%EB%8B%AD-BRD_20213199
더후라이팬 후라이드 치킨,아이에스크리에이티브,2025,,100288,3,66.67,0,0,2,,https://jshj.net/brands/%EB%8D%94%ED%9B%84%EB%9D%BC%EC%9D%B4%ED%8C%AC%20%ED%9B%84%EB%9D%BC%EC%9D%B4%EB%93%9C%20%EC%B9%98%ED%82%A8-BRD_20080100399
닭사장,산골푸드,2024,35750,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%EB%8B%AD%EC%82%AC%EC%9E%A5-BRD_20240245
맛통(맛있는통닭),위더스FC,2023,41100,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%EB%A7%9B%ED%86%B5(%EB%A7%9B%EC%9E%88%EB%8A%94%ED%86%B5%EB%8B%AD)-BRD_20213527
삼계꿀치킨,돈대닥,2023,57800,0,2,50,0,0,1,3년 1개월,https://jshj.net/brands/%EC%82%BC%EA%B3%84%EA%BF%80%EC%B9%98%ED%82%A8-BRD_20213843
만수통닭,(주)만수에프앤비,2024,171500,0,2,0,0,0,0,9년 1개월,https://jshj.net/brands/%EB%A7%8C%EC%88%98%ED%86%B5%EB%8B%AD-BRD_20240427
남박사의 닭꼬치애꼬치다,닭꼬치애꼬치다,2023,65700,0,2,0,1,0,0,2년 11개월,https://jshj.net/brands/%EB%82%A8%EB%B0%95%EC%82%AC%EC%9D%98%20%EB%8B%AD%EA%BC%AC%EC%B9%98%EC%95%A0%EA%BC%AC%EC%B9%98%EB%8B%A4-BRD_20211620
젠틀닭,먹스타브라더스,2023,66900,141456,5,40,2,1,1,2년 10개월,https://jshj.net/brands/%EC%A0%A0%ED%8B%80%EB%8B%AD-BRD_20210430
올댓치킨,㈜에이티씨,2023,58800,0,0,,0,0,0,1년 4개월,https://jshj.net/brands/%EC%98%AC%EB%8C%93%EC%B9%98%ED%82%A8-BRD_20230439
직화계,(주)주완푸드,2024,64459,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%EC%A7%81%ED%99%94%EA%B3%84-BRD_20240855
꼭그닭치킨,(주)꼭그닭,2023,218950,0,1,0,0,0,0,8년 11개월,https://jshj.net/brands/%EA%BC%AD%EA%B7%B8%EB%8B%AD%EC%B9%98%ED%82%A8-BRD_20150775
아리랑88통닭,(주)영맨,2025,,1112645,2,0,2,0,0,,https://jshj.net/brands/%EC%95%84%EB%A6%AC%EB%9E%9188%ED%86%B5%EB%8B%AD-BRD_20230762
직화로바베큐치킨,(주)바이럴,2024,31900,0,1,0,1,0,0,1년 3개월,https://jshj.net/brands/%EC%A7%81%ED%99%94%EB%A1%9C%EB%B0%94%EB%B2%A0%ED%81%90%EC%B9%98%ED%82%A8-BRD_20213201
놀부옛날통닭,(주)놀부,2023,69934,56456,13,92.31,1,12,0,8년 10개월,https://jshj.net/brands/%EB%86%80%EB%B6%80%EC%98%9B%EB%82%A0%ED%86%B5%EB%8B%AD-BRD_20150519
미미찜닭,미미찜닭,2023,47200,0,2,0,0,0,0,5년 1개월,https://jshj.net/brands/%EB%AF%B8%EB%AF%B8%EC%B0%9C%EB%8B%AD-BRD_20210820
솥뚜껑바베큐통닭,(주)시원전설의푸드,2023,50950,0,5,0,0,0,0,4년 10개월,https://jshj.net/brands/%EC%86%A5%EB%9A%9C%EA%BB%91%EB%B0%94%EB%B2%A0%ED%81%90%ED%86%B5%EB%8B%AD-BRD_20190581
동네아저씨치킨앤동아전,영맨푸드,2024,28600,0,2,50,0,0,1,10년 10개월,https://jshj.net/brands/%EB%8F%99%EB%84%A4%EC%95%84%EC%A0%80%EC%94%A8%EC%B9%98%ED%82%A8%EC%95%A4%EB%8F%99%EC%95%84%EC%A0%84-BRD_20140289
닭강점,닭강점(주),2023,51750,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%EB%8B%AD%EA%B0%95%EC%A0%90-BRD_20231430
썬파닭 두마리치킨,(주)올터,2025,,0,2,0,2,0,0,,https://jshj.net/brands/%EC%8D%AC%ED%8C%8C%EB%8B%AD%20%EB%91%90%EB%A7%88%EB%A6%AC%EC%B9%98%ED%82%A8-BRD_20240992
오커치킨,푸드삼성,2023,59080,0,3,0,0,0,0,11년 7개월,https://jshj.net/brands/%EC%98%A4%EC%BB%A4%EC%B9%98%ED%82%A8-BRD_20140035
빨간닭강정,빨간닭강정,2024,48445,0,1,0,1,0,0,1년 5개월,https://jshj.net/brands/%EB%B9%A8%EA%B0%84%EB%8B%AD%EA%B0%95%EC%A0%95-BRD_20211553
토닭토닭양념치킨,대흥유통,2023,49970,0,4,25,0,1,0,16년 7개월,https://jshj.net/brands/%ED%86%A0%EB%8B%AD%ED%86%A0%EB%8B%AD%EC%96%91%EB%85%90%EC%B9%98%ED%82%A8-BRD_20190573
치킨아메리카Z,(주)호프라이트,2024,80631,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%EC%B9%98%ED%82%A8%EC%95%84%EB%A9%94%EB%A6%AC%EC%B9%B4Z-BRD_20240010
피자에 꼬친 닭,피자에꼬친닭,2023,54250,0,0,,1,0,0,0년 0개월,https://jshj.net/brands/%ED%94%BC%EC%9E%90%EC%97%90%20%EA%BC%AC%EC%B9%9C%20%EB%8B%AD-BRD_20214713
OEC통치킨,에스알제이에프엔씨(SRJF&C),2023,5500,108000,2,0,1,0,0,2년 6개월,https://jshj.net/brands/OEC%ED%86%B5%EC%B9%98%ED%82%A8-BRD_20211679
리킨치킨,세음에프앤비,2023,57650,0,2,50,0,1,0,18년 7개월,https://jshj.net/brands/%EB%A6%AC%ED%82%A8%EC%B9%98%ED%82%A8-BRD_20120100402
치박스,(주)동동에프엔씨,2023,73500,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%EC%B9%98%EB%B0%95%EC%8A%A4-BRD_20215734
꾸븐닭선생 숯불두마리치킨,(주)올림엔터프라이즈,2024,65500,4417,3,33.33,0,0,1,4년 7개월,https://jshj.net/brands/%EA%BE%B8%EB%B8%90%EB%8B%AD%EC%84%A0%EC%83%9D%20%EC%88%AF%EB%B6%88%EB%91%90%EB%A7%88%EB%A6%AC%EC%B9%98%ED%82%A8-BRD_20200751
아리아치킨,(주)현인에프앤디,2023,62700,0,2,0,0,0,0,17년 6개월,https://jshj.net/brands/%EC%95%84%EB%A6%AC%EC%95%84%EC%B9%98%ED%82%A8-BRD_20080100401
갓튀김닭,(주)와이케이,2023,74550,136077,7,42.86,5,0,3,4년 5개월,https://jshj.net/brands/%EA%B0%93%ED%8A%80%EA%B9%80%EB%8B%AD-BRD_20200471
만만닭강정,만만닭강정,2023,48150,0,1,0,1,0,0,1년 6개월,https://jshj.net/brands/%EB%A7%8C%EB%A7%8C%EB%8B%AD%EA%B0%95%EC%A0%95-BRD_20220468
닭재이,제이F&C,2024,76450,0,2,0,1,0,0,3년 9개월,https://jshj.net/brands/%EB%8B%AD%EC%9E%AC%EC%9D%B4-BRD_20240158
마파치킨,(주)한국창업경제연구소,2023,39500,152629,5,60,0,0,3,14년 6개월,https://jshj.net/brands/%EB%A7%88%ED%8C%8C%EC%B9%98%ED%82%A8-BRD_20090100469
바비후,(주)내일,2023,109400,305580,3,66.67,0,0,2,7년 5개월,https://jshj.net/brands/%EB%B0%94%EB%B9%84%ED%9B%84-BRD_20161222
닭광정,(주)플라잉테이블,2024,67900,166851,3,66.67,0,0,2,5년 8개월,https://jshj.net/brands/%EB%8B%AD%EA%B4%91%EC%A0%95-BRD_20190589
K(케이)닥,케이닥,2024,111700,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/K(%EC%BC%80%EC%9D%B4)%EB%8B%A5-BRD_20240847
순구치떡,순구,2023,57500,0,1,0,0,0,0,7년 7개월,https://jshj.net/brands/%EC%88%9C%EA%B5%AC%EC%B9%98%EB%96%A1-BRD_20160999
치킨이남달라,(주)더기발한,2023,53260,0,2,50,0,0,1,5년 11개월,https://jshj.net/brands/%EC%B9%98%ED%82%A8%EC%9D%B4%EB%82%A8%EB%8B%AC%EB%9D%BC-BRD_20190385
치킨버스,(주)푸드버스,2024,86600,399161,2,50,0,0,1,12년 8개월,https://jshj.net/brands/%EC%B9%98%ED%82%A8%EB%B2%84%EC%8A%A4-BRD_20130265
더깨비 닭강정,(주)고려식품,2024,57100,0,1,0,1,0,0,2년 1개월,https://jshj.net/brands/%EB%8D%94%EA%B9%A8%EB%B9%84%20%EB%8B%AD%EA%B0%95%EC%A0%95-BRD_20240163
가마솥품은치킨,가마솥품은치킨(옥련점),2024,99275,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%EA%B0%80%EB%A7%88%EC%86%A5%ED%92%88%EC%9D%80%EC%B9%98%ED%82%A8-BRD_20230503
역전치킨,(주)제이앤디에프앤비,2024,40400,0,0,,0,0,0,3년 5개월,https://jshj.net/brands/%EC%97%AD%EC%A0%84%EC%B9%98%ED%82%A8-BRD_20212995
꽂따,꽂따,2024,149300,636375,1,0,0,0,0,2년 5개월,https://jshj.net/brands/%EA%BD%82%EB%94%B0-BRD_20210273
신발가게,(주)홀로그램,2025,,156000,1,200,1,0,2,,https://jshj.net/brands/%EC%8B%A0%EB%B0%9C%EA%B0%80%EA%B2%8C-BRD_20214189
추억닭발,추억닭발(본점),2023,80650,0,1,200,0,2,0,5년 9개월,https://jshj.net/brands/%EC%B6%94%EC%96%B5%EB%8B%AD%EB%B0%9C-BRD_20180682
베이직프라이드치킨,조이유통(주),2024,102430,726556,1,0,1,0,0,1년 8개월,https://jshj.net/brands/%EB%B2%A0%EC%9D%B4%EC%A7%81%ED%94%84%EB%9D%BC%EC%9D%B4%EB%93%9C%EC%B9%98%ED%82%A8-BRD_20230728
치킨어때?,치킨어때,2024,62000,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%EC%B9%98%ED%82%A8%EC%96%B4%EB%95%8C-BRD_20241022
서교동닭강정,(주)뉴타운,2025,,125104,5,20,5,0,1,,https://jshj.net/brands/%EC%84%9C%EA%B5%90%EB%8F%99%EB%8B%AD%EA%B0%95%EC%A0%95-BRD_20240574
꼬꼬순이,진미통상,2023,63050,69200,1,0,0,0,0,12년 11개월,https://jshj.net/brands/%EA%BC%AC%EA%BC%AC%EC%88%9C%EC%9D%B4-BRD_20120100693
치킨더치킨,(주)원진푸드,2023,22880,0,1,0,1,0,0,9년 2개월,https://jshj.net/brands/%EC%B9%98%ED%82%A8%EB%8D%94%EC%B9%98%ED%82%A8-BRD_20150275
치킨이즈백,에스엘(SLFOOD),2023,74800,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%EC%B9%98%ED%82%A8%EC%9D%B4%EC%A6%88%EB%B0%B1-BRD_20231034
3번가치킨,(주)제이원에프앤비,2023,76405,0,1,0,1,0,0,1년 7개월,https://jshj.net/brands/3%EB%B2%88%EA%B0%80%EC%B9%98%ED%82%A8-BRD_20211501
더후라이팬 치킨클럽,아이에스크리에이티브,2024,49698,115368,1,0,0,0,0,10년 8개월,https://jshj.net/brands/%EB%8D%94%ED%9B%84%EB%9D%BC%EC%9D%B4%ED%8C%AC%20%EC%B9%98%ED%82%A8%ED%81%B4%EB%9F%BD-BRD_20140813
중앙시장통닭,세아씨앤푸드,2024,51750,0,1,0,0,0,0,8년 8개월,https://jshj.net/brands/%EC%A4%91%EC%95%99%EC%8B%9C%EC%9E%A5%ED%86%B5%EB%8B%AD-BRD_20190488
순살로31,토브(주),2025,,0,1,200,0,0,2,,https://jshj.net/brands/%EC%88%9C%EC%82%B4%EB%A1%9C31-BRD_20211979
참숯불에꾸운닭,참숯으로꾸운닭,2023,137855,0,1,100,0,0,1,5년 4개월,https://jshj.net/brands/%EC%B0%B8%EC%88%AF%EB%B6%88%EC%97%90%EA%BE%B8%EC%9A%B4%EB%8B%AD-BRD_20180616
가마통,가마통,2023,50500,0,2,0,1,0,0,3년 8개월,https://jshj.net/brands/%EA%B0%80%EB%A7%88%ED%86%B5-BRD_20200964
신세계 닭발,신세계닭발,2023,64020,227761,1,0,1,0,0,2년 1개월,https://jshj.net/brands/%EC%8B%A0%EC%84%B8%EA%B3%84%20%EB%8B%AD%EB%B0%9C-BRD_20220219
브라보치킨피자,(주)브라보마케팅,2025,,0,1,0,0,0,0,,https://jshj.net/brands/%EB%B8%8C%EB%9D%BC%EB%B3%B4%EC%B9%98%ED%82%A8%ED%94%BC%EC%9E%90-BRD_20161309
원정숯불닭바베큐,원정바베큐,2023,44770,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%EC%9B%90%EC%A0%95%EC%88%AF%EB%B6%88%EB%8B%AD%EB%B0%94%EB%B2%A0%ED%81%90-BRD_20231579
종로 정진미통닭,종로정진미통닭,2024,37000,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%EC%A2%85%EB%A1%9C%20%EC%A0%95%EC%A7%84%EB%AF%B8%ED%86%B5%EB%8B%AD-BRD_20240684
팔복통닭,(주)팔복식품,2023,160600,0,0,,0,0,0,0년 0개월,https://jshj.net/brands/%ED%8C%94%EB%B3%B5%ED%86%B5%EB%8B%AD-BRD_20212436
